Приложение;Процесс;День санразрыва;Код в графике;Вхождение;Участок;Цех;Средство;Птичников в цехе;Ед.изм;Норма средства на птичник;Раствор, л;Концентрация;Как задано;Подпись колонки нормы
13;Дезинфекция линий поения (санация 4);8;ПДГ;;А;А;Хлор ДП -2 Т;;кг;0.33;16.5;0.02;средство;Кол-во дез. раствора, гр
13;Дезинфекция линий поения (санация 4);8;ПДГ;;Ж;Ж;Хлор ДП -2 Т;;кг;0.33;16.5;0.02;средство;Кол-во дез. раствора, гр
13;Дезинфекция линий поения (санация 4);8;ПДГ;;В;В;Хлор ДП -2 Т;;кг;0.33;16.5;0.02;средство;Кол-во дез. раствора, гр
13;Дезинфекция линий поения (санация 4);8;ПДГ;;БП 12;БП 12;Хлор ДП -2 Т;;кг;0.33;16.5;0.02;средство;Кол-во дез. раствора, гр
13;Дезинфекция линий поения (санация 4);8;ПДГ;;БП 13;БП 13;Хлор ДП -2 Т;;кг;0.33;16.5;0.02;средство;Кол-во дез. раствора, гр
13;Дезинфекция линий поения (санация 4);8;ПДГ;;БП 14;БП 14;Хлор ДП -2 Т;;кг;0.33;16.5;0.02;средство;Кол-во дез. раствора, гр
15;Обработка септиков;—;СО;;Б;Б;Гипохлорид кальция;;кг;5.0;;;средство;расход на септик
15;Обработка септиков;—;СО;;В;В;Гипохлорид кальция;;кг;5.0;;;средство;расход на септик
15;Обработка септиков;—;СО;;БП 12;БП 12;Гипохлорид кальция;;кг;5.0;;;средство;расход на септик
15;Обработка септиков;—;СО;;БП 13;БП 13;Гипохлорид кальция;;кг;5.0;;;средство;расход на септик
15;Обработка септиков;—;СО;;БП 14;БП 14;Гипохлорид кальция;;кг;5.0;;;средство;расход на септик
16;Аэрозольная газация глутаркой;7;ГГ;;В;В;Глутаровый альдегид;;л;14.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;Г;Г 1;Глутаровый альдегид;;л;9.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;Г;Г 2;Глутаровый альдегид;;л;9.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;Г;Г 3;Глутаровый альдегид;;л;9.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;Г;Г 4;Глутаровый альдегид;;л;9.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;Г;Г 5;Глутаровый альдегид;;л;9.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;Д;Д 1;Глутаровый альдегид;;л;9.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;Д;Д 2;Глутаровый альдегид;;л;9.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;Д;Д 3;Глутаровый альдегид;;л;9.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;Д;Д 4;Глутаровый альдегид;;л;9.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;Б;Б;Глутаровый альдегид;;л;7.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;Е;Е;Глутаровый альдегид;;л;7.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;А;А;Глутаровый альдегид;;л;7.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;Ж;Ж;Глутаровый альдегид;;л;7.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;БП 12;БП 12;Глутаровый альдегид;;л;15.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;БП 13;БП 13;Глутаровый альдегид;;л;15.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
16;Аэрозольная газация глутаркой;7;ГГ;;БП 14;БП 14;Глутаровый альдегид;;л;15.0;;0.1;средство;кол-во ср-ва для дезинфекции из расчта 0,02л на м3,
17;Влажная дезинсекция;4;ДС;;Г;Г 1;Средство инсектицидное Альфа Инсектум;4;л;2.0;400.0;0.005;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;Г;Г 2;Средство инсектицидное Альфа Инсектум;4;л;2.0;400.0;0.005;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;Г;Г 3;Средство инсектицидное Альфа Инсектум;4;л;2.0;400.0;0.005;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;Г;Г 4;Средство инсектицидное Альфа Инсектум;4;л;2.0;400.0;0.005;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;Г;Г 5;Средство инсектицидное Альфа Инсектум;4;л;2.0;400.0;0.005;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;Д;Д 1;Средство инсектицидное Альфа Инсектум;4;л;2.0;400.0;0.005;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;Д;Д 2;Средство инсектицидное Альфа Инсектум;4;л;2.0;400.0;0.005;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;Д;Д 3;Средство инсектицидное Альфа Инсектум;4;л;2.0;400.0;0.005;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;Д;Д 4;Средство инсектицидное Альфа Инсектум;4;л;2.0;400.0;0.005;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;А;А;Средство инсектицидное Альфа Инсектум;10;л;2.0;200.0;0.01;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;Ж;Ж;Средство инсектицидное Альфа Инсектум;5;л;2.0;200.0;0.01;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;Б;Б;Средство инсектицидное Альфа Инсектум;10;л;2.0;200.0;0.01;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;Е;Е;Средство инсектицидное Альфа Инсектум;10;л;2.0;200.0;0.01;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;В;В;Средство инсектицидное Альфа Инсектум;15;л;1.7;340.0;0.005;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;БП 12;БП 12;Средство инсектицидное Альфа Инсектум;12;л;1.7;340.0;0.005;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;БП 13;БП 13;Средство инсектицидное Альфа Инсектум;12;л;1.7;340.0;0.005;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
17;Влажная дезинсекция;4;ДС;;БП 14;БП 14;Средство инсектицидное Альфа Инсектум;12;л;1.7;340.0;0.005;средство;Кол-во дез. Средства (норма взята из программы 31.08.2026)
